No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0080	8	00	17	54	0C	2C	1E	2C	CC
2	0.214	0	0081	8	40	84	45	00	00	00	00	BC
3	0.512	0	02A0	8	02	00	45	90	B2	2B	60	0B
4	0.768	0	0316	8	05	2C	54	0C	2C	1E	00	7F
5	0.981	0	0329	8	0F	A1	81	8C	11	2E	00	10
6	1.237	0	043F	8	00	40	60	FF	51	B8	0B	00
7	1.536	0	0440	8	FF	50	00	00	FF	CC	0B	00
8	1.749	0	04F0	8	00	00	6C	00	00	83	4F	0E
9	2.005	0	0545	8	D8	1D	00	8B	75	00	78	00
10	2.261	0	04B1	8	59	9E	EA	01	00	00	00	E2
11	2.517	0	0164	8	00	08	00	00	00	00	07	0F
12	3.541	0	0350	8	05	68	95	44	46	20	00	DA
13	6.571	0	0153	8	00	80	10	FF	00	FF	00	8E
14	6.827	0	01F1	8	00	99	00	00	00	00	00	00
15	7.552	0	0220	8	EA	3B	09	14	0C	00	FF	0F
16	8.491	0	02B0	5	E5	FF	00	07	95	-1	-1	-1
17	8.704	0	0165	8	0E	F8	7F	00	00	00	05	8C
18	8.960	0	0370	8	FF	20	00	80	FF	00	00	28
19	9.515	0	0260	8	05	2C	00	30	2E	9C	5B	14
20	9.771	0	02A0	8	A2	00	45	90	B2	2B	60	0B
21	10.027	0	0080	8	00	17	54	0C	2C	1E	2C	BD
22	10.240	0	0081	8	40	84	45	00	00	00	00	AD
23	10.539	0	018F	8	00	16	2C	00	00	4E	00	00
24	10.752	0	0316	8	05	2C	54	0C	2C	1E	00	7F
25	11.008	0	0329	8	0F	A1	81	8C	11	2D	00	10
26	11.264	0	0382	8	40	FE	0F	00	00	00	00	0C
27	11.520	0	043F	8	00	40	60	FF	51	B8	0B	00
28	11.776	0	0440	8	FF	A0	00	00	FF	B8	0B	00
29	12.032	0	04B0	8	00	C0	00	00	00	40	00	80
30	12.288	0	0164	8	00	08	00	00	00	00	08	00
31	12.544	0	04F2	8	20	00	40	38	00	00	00	B7
32	12.800	0	0510	8	00	00	00	00	00	00	00	00
33	13.056	0	0545	8	D8	1D	00	89	75	00	78	00
34	16.555	0	0153	8	00	80	10	FF	00	FF	10	9E
35	16.768	0	04F2	8	20	00	90	38	00	00	00	80
36	17.024	0	0220	8	EA	03	04	2C	09	30	FF	0F
37	17.237	0	04F0	8	00	00	BA	00	00	6F	5D	00
38	18.475	0	02B0	5	E6	FF	00	07	96	-1	-1	-1
39	18.731	0	0165	8	0E	F8	7F	00	00	00	06	8F
40	18.987	0	0316	8	05	2C	50	0C	2C	1E	00	7F
41	19.541	0	0080	8	00	17	50	0C	2C	1E	2C	EE
42	19.755	0	0081	8	40	84	45	00	00	00	00	9E
43	20.011	0	018F	8	00	16	2C	00	00	4E	00	00
44	20.267	0	0260	8	05	2C	00	30	2E	9C	5B	23
45	20.565	0	02A0	8	C2	00	45	90	B2	2B	60	0B
46	20.821	0	0329	8	40	A1	81	8C	11	2D	00	10
47	21.035	0	0370	8	FF	20	00	80	FF	00	00	EC
48	21.291	0	043F	8	00	40	60	FF	51	B4	0B	00
