No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0080	8	00	17	0C	0C	2E	1E	2E	C5
2	0.213	0	0081	8	40	84	45	00	00	00	00	25
3	0.469	0	0110	8	D0	3C	40	09	00	00	00	00
4	0.725	0	018F	8	00	16	2E	00	00	4D	00	00
5	1.024	0	0260	8	05	2E	00	30	2E	9C	61	1B
6	1.237	0	02A0	8	A2	00	45	90	B2	2B	60	0B
7	1.493	0	0329	8	D7	A1	81	8C	11	2E	00	10
8	1.749	0	0370	8	FF	20	00	80	FF	00	00	28
9	2.005	0	0382	8	40	FE	0F	00	00	00	00	0C
10	2.219	0	043F	8	00	40	60	FF	51	50	0B	00
11	2.475	0	0440	8	FF	A0	00	00	FF	50	0B	00
12	2.731	0	04B0	8	00	C0	00	40	00	40	00	80
13	2.987	0	0164	8	00	08	00	00	00	00	00	08
14	3.243	0	04F2	8	20	00	F0	38	00	00	00	9B
15	3.456	0	0545	8	D8	1E	00	8B	87	00	88	00
16	3.712	0	0587	8	00	00	00	00	00	00	00	03
17	6.997	0	04F2	8	20	00	40	38	00	00	00	E4
18	7.211	0	0153	8	00	80	10	FF	00	FF	50	DE
19	7.467	0	04F0	8	00	00	82	00	00	6F	5D	00
20	7.723	0	0220	8	E6	03	0B	14	0C	20	05	10
21	8.960	0	02B0	5	E5	FF	00	07	2E	-1	-1	-1
22	9.173	0	0165	8	10	F8	7F	00	00	00	0E	99
23	9.429	0	0370	8	FF	20	00	80	FF	00	00	EC
24	9.984	0	043F	8	00	40	60	FF	51	4C	0B	00
25	10.240	0	0440	8	FF	F0	00	00	FF	4C	0B	00
26	10.496	0	02A0	8	C2	00	45	90	B2	2B	60	0B
27	10.709	0	0260	8	05	2E	00	30	2E	9C	5F	2D
28	11.008	0	0080	8	00	17	0C	0C	2D	1E	2E	C6
29	11.264	0	0081	8	40	84	45	00	00	00	00	16
30	11.477	0	018F	8	00	16	2E	00	00	4D	00	00
31	11.733	0	0316	8	05	2D	0C	0C	2E	1E	00	7F
32	12.032	0	0329	8	D7	A1	81	8C	11	2E	00	10
33	12.245	0	04F0	8	00	00	36	00	00	83	4F	0E
34	12.501	0	0545	8	D8	1E	00	8B	7F	00	88	00
35	12.715	0	04B1	8	59	9E	EA	01	00	00	00	E2
36	12.971	0	0164	8	00	08	00	00	00	00	01	09
37	13.227	0	04F1	8	40	19	00	00	00	00	00	00
38	13.483	0	0690	8	03	00	00	20	80	00	3C	00
39	13.995	0	0350	8	05	68	E5	44	46	20	00	AA
40	17.024	0	0153	8	00	80	10	FF	00	FF	60	EE
41	17.280	0	01F1	8	00	99	00	00	00	00	00	00
42	17.962	0	0220	8	E6	0B	0A	24	0C	10	06	10
43	18.986	0	0316	8	05	2D	02	0C	2D	1E	00	7F
44	19.200	0	0165	8	11	F8	7F	00	00	00	0F	99
45	19.456	0	0260	8	05	2D	00	30	2E	9C	5F	3D
46	19.968	0	0080	8	00	17	02	0C	2D	1E	2D	67
47	20.224	0	0081	8	40	84	45	00	00	00	00	07
48	20.480	0	018F	8	00	16	2D	00	00	4D	00	00
49	20.693	0	02A0	8	62	00	45	90	B2	2B	60	0B
50	20.992	0	02B0	5	E5	FF	00	07	3F	-1	-1	-1
51	21.205	0	0329	8	D7	A1	81	8C	11	2E	00	10
52	21.461	0	0370	8	FF	20	00	80	FF	00	00	A0
53	21.717	0	0382	8	40	FE	0F	00	00	00	00	00
54	21.973	0	043F	8	00	40	60	FF	51	54	0B	00
55	22.229	0	0440	8	FF	00	00	00	FF	5C	0B	00
56	22.442	0	04F2	8	20	00	F0	38	00	00	00	9C
57	22.698	0	04B0	8	00	00	00	80	00	40	00	80
58	22.997	0	0164	8	00	08	00	00	00	00	02	0A
59	23.210	0	0545	8	D8	1E	00	8B	80	00	84	00
60	26.965	0	04F2	8	20	00	40	38	00	00	00	E5
61	27.221	0	0153	8	00	80	10	FF	00	FF	70	FE
62	27.434	0	04F0	8	00	00	84	00	00	6F	5D	00
63	27.690	0	0220	8	E7	13	05	24	0C	10	04	10
