No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0153	8	00	80	10	FF	00	FF	A0	2E
2	0.256	0	01F1	8	00	99	00	00	00	00	00	00
3	0.470	0	0220	8	EA	1B	0A	2C	09	10	03	10
4	0.982	0	02B0	5	E5	FF	00	07	59	-1	-1	-1
5	1.280	0	0165	8	0C	F8	7F	00	00	00	09	82
6	2.048	0	0316	8	05	2C	3C	0C	2C	1E	00	7F
7	2.262	0	0260	8	05	2C	00	30	2E	9B	59	17
8	2.518	0	02A0	8	A2	00	45	90	B2	2B	60	0B
9	3.115	0	0080	8	00	17	3C	0C	2C	1E	2C	11
10	3.371	0	0081	8	40	84	45	00	00	00	00	61
11	3.584	0	018F	8	00	16	2C	00	00	4D	00	00
12	3.840	0	0329	8	40	A2	81	8C	11	2D	00	10
13	4.096	0	0370	8	FF	20	00	80	FF	00	00	28
14	4.352	0	0382	8	40	FE	0F	00	00	00	00	04
15	4.566	0	043F	8	00	40	60	FF	50	50	0B	00
16	4.822	0	0440	8	FF	A0	00	00	FF	58	0B	00
17	5.078	0	04F2	8	20	00	60	38	00	00	00	81
18	5.334	0	04B0	8	00	40	00	C0	00	40	00	80
19	5.590	0	0164	8	00	08	00	00	00	00	0C	04
20	5.846	0	0510	8	00	00	00	00	00	00	00	00
21	6.102	0	0545	8	D8	15	00	8B	6D	00	70	00
22	9.941	0	04F2	8	20	00	B0	38	00	00	00	CA
23	10.155	0	0153	8	00	80	10	FF	00	FF	B0	3E
24	10.411	0	04F0	8	00	00	4E	00	00	6F	5D	00
25	10.667	0	0220	8	EA	23	07	1C	0C	20	03	10
26	10.965	0	02B0	5	E5	FF	00	07	6A	-1	-1	-1
27	11.221	0	0165	8	0D	F8	7F	00	00	00	0A	80
28	12.075	0	0316	8	05	2C	34	0C	2C	1E	00	7F
29	12.331	0	0260	8	05	2C	00	30	2E	9B	59	26
30	12.544	0	018F	8	00	16	2C	00	00	4D	00	00
31	13.099	0	0080	8	00	17	34	0C	2C	1E	2C	82
32	13.355	0	0081	8	40	84	45	00	00	00	00	52
33	13.568	0	02A0	8	C2	00	45	90	B2	2B	60	0B
34	13.824	0	0329	8	40	A2	81	8C	11	2D	00	10
35	14.123	0	0370	8	FF	20	00	80	FF	00	00	EC
36	14.379	0	043F	8	00	40	60	FF	50	54	0B	00
37	14.635	0	00A0	8	5F	71	3A	0C	00	23	00	02
38	14.848	0	00A1	8	7E	81	80	80	2F	00	00	00
39	15.104	0	0440	8	FF	F0	00	00	FF	58	0B	00
