No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0440	8	FF	50	00	00	FF	50	0B	00
2	0.256	0	04F0	8	00	00	2C	00	00	83	4F	0E
3	0.512	0	0545	8	D8	1D	00	8B	85	00	84	00
4	0.725	0	059B	8	00	00	00	00	00	00	00	88
5	0.981	0	04B1	8	59	9E	EA	01	00	00	00	E2
6	1.237	0	0164	8	00	08	00	00	00	00	07	0F
7	1.493	0	0350	8	05	68	95	44	46	20	00	DA
8	5.376	0	0153	8	00	80	10	FF	00	FF	90	1E
9	5.632	0	01F1	8	00	99	00	00	00	00	00	00
10	5.888	0	0220	8	EA	3B	03	14	0C	00	FF	0F
11	6.315	0	02B0	5	E5	FF	00	07	95	-1	-1	-1
12	7.381	0	0165	8	0D	F8	7F	00	00	00	05	8F
13	7.637	0	0316	8	05	2E	FC	0B	2E	1E	00	7F
14	7.851	0	0110	8	D0	3C	40	09	00	00	00	00
15	8.363	0	0260	8	05	2E	00	30	2E	9B	63	1A
16	8.619	0	0080	8	00	17	FC	0B	2E	1E	2E	6D
17	8.832	0	0081	8	40	84	45	00	00	00	00	AD
18	9.088	0	018F	8	00	16	2E	00	00	4D	00	00
19	9.344	0	02A0	8	A2	00	45	90	B2	2B	60	0B
20	9.557	0	0329	8	0F	A2	81	8C	11	2E	00	10
21	9.813	0	0370	8	FF	20	00	80	FF	00	00	28
22	10.069	0	0382	8	40	FE	0F	00	00	00	00	0C
23	10.325	0	043F	8	00	40	60	FF	50	64	0B	00
24	10.539	0	0440	8	FF	A0	00	00	FF	7C	0B	00
25	10.795	0	04B0	8	00	C0	00	00	00	40	00	80
26	11.051	0	0164	8	00	08	00	00	00	00	08	00
27	11.307	0	04F2	8	20	00	B0	38	00	00	00	97
28	11.563	0	0545	8	D8	1D	00	8B	86	00	85	00
29	11.776	0	0587	8	00	00	00	00	00	00	00	0B
30	15.232	0	04F2	8	20	00	00	38	00	00	00	E0
31	15.488	0	04F0	8	00	00	7A	00	00	6F	5D	00
32	15.744	0	0153	8	00	80	10	FF	00	FF	A0	2E
33	16.000	0	0220	8	EA	03	01	2C	0C	30	FF	0F
34	16.384	0	02B0	5	E6	FF	00	07	96	-1	-1	-1
35	16.640	0	0165	8	0C	08	80	00	00	00	06	82
36	17.536	0	0316	8	05	2E	FC	0B	2E	1E	00	7F
37	17.749	0	0260	8	05	2E	00	30	2E	9B	63	29
38	18.005	0	018F	8	00	16	2E	00	00	4D	00	00
39	18.475	0	0080	8	00	17	FC	0B	2E	1E	2E	5E
40	18.731	0	0081	8	40	84	45	00	00	00	00	9E
41	18.944	0	02A0	8	C2	00	45	90	B2	2B	60	0B
42	19.200	0	0329	8	40	A2	81	8C	11	2E	00	10
43	19.499	0	0370	8	FF	20	00	80	FF	00	00	EC
44	19.755	0	043F	8	00	40	60	FF	50	60	0B	00
45	19.968	0	0440	8	FF	F0	00	00	FF	5C	0B	00
46	20.224	0	04F0	8	00	00	2E	00	00	83	4F	0E
47	20.480	0	0545	8	D8	1D	00	8B	86	00	85	00
48	20.736	0	04B1	8	59	9E	EA	01	00	00	00	E2
49	20.992	0	0164	8	00	08	00	00	00	00	09	01
50	21.205	0	04F1	8	40	19	00	00	00	00	00	00
51	21.461	0	0690	8	03	00	00	20	80	00	2C	00
52	21.717	0	0350	8	05	68	A5	44	46	20	00	EA
53	25.514	0	0153	8	00	80	10	FF	00	FF	B0	3E
54	25.770	0	01F1	8	00	99	00	00	00	00	00	00
55	26.026	0	0220	8	E9	0B	04	2C	0C	30	FF	0F
56	26.453	0	02B0	5	E6	FF	00	07	87	-1	-1	-1
57	26.709	0	0165	8	0C	08	80	00	00	00	07	83
58	27.520	0	0316	8	05	2E	FC	0B	2E	1E	00	7F
59	27.733	0	0260	8	05	2E	00	30	2E	9B	63	38
60	27.989	0	018F	8	00	16	2E	00	00	4D	00	00
61	28.202	0	0080	8	00	17	FC	0B	2E	1E	2E	4F
62	28.501	0	0081	8	40	84	45	00	00	00	00	8F
63	28.714	0	02A0	8	62	00	45	90	B2	2B	60	0B
64	28.970	0	0329	8	40	A2	81	8C	11	2E	00	10
65	29.226	0	0370	8	FF	20	00	80	FF	00	00	A0
66	29.525	0	0382	8	40	FE	0F	00	00	00	00	00
67	29.781	0	043F	8	00	40	60	FF	50	58	0B	00
68	30.037	0	0440	8	FF	00	00	00	FF	50	0B	00
69	30.250	0	04F2	8	20	00	B0	38	00	00	00	98
70	30.506	0	0545	8	D8	1D	00	8A	85	00	84	00
71	30.762	0	04B0	8	00	00	00	40	00	40	00	80
72	31.018	0	0164	8	00	08	00	00	00	00	0A	02
73	35.285	0	04F2	8	20	00	00	38	00	00	00	E1
74	35.498	0	0153	8	00	80	10	FF	00	FF	C0	4E
75	35.754	0	04F0	8	00	00	7C	00	00	6F	5D	00
76	36.010	0	0220	8	E7	13	08	1C	09	00	FF	0F
77	36.224	0	04F1	8	00	12	03	00	00	00	00	00
78	36.394	0	05F0	2	00	00	-1	-1	-1	-1	-1	-1
79	36.608	0	051A	8	00	03	00	00	00	00	00	00
80	36.821	0	02B0	5	E5	FF	00	07	48	-1	-1	-1
81	37.034	0	0690	8	03	00	00	20	80	00	1C	00
82	37.290	0	0165	8	0D	F8	7F	00	00	00	08	82
83	37.546	0	0316	8	05	2D	08	0C	2E	1E	00	7F
84	37.760	0	018F	8	00	16	2E	00	00	4D	00	00
85	38.016	0	0260	8	05	2E	00	30	2E	9B	5F	00
86	38.272	0	0080	8	00	17	08	0C	2D	1E	2E	60
87	38.485	0	0081	8	40	84	45	00	00	00	00	70
88	38.741	0	02A0	8	02	00	45	90	B2	2B	60	0B
89	38.954	0	0329	8	40	A2	81	8C	11	2E	00	10
90	39.210	0	0370	8	FF	20	00	80	FF	00	00	64
91	39.466	0	043F	8	00	40	60	FF	50	5C	0B	00
92	39.722	0	0440	8	FF	50	00	00	FF	60	0B	00
93	39.978	0	04F0	8	00	00	30	00	00	83	4F	0E
94	40.192	0	0545	8	D8	1D	00	8B	81	00	84	00
95	40.490	0	04B1	8	59	9E	EA	01	00	00	00	E2
96	40.704	0	0164	8	00	08	00	00	00	00	0B	03
97	41.472	0	0350	8	05	68	B5	44	46	20	00	FA
98	45.439	0	0153	8	00	80	10	FF	00	FF	D0	5E
99	45.695	0	01F1	8	00	99	00	00	00	00	00	00
100	45.951	0	0220	8	E7	1B	06	0C	0C	00	FF	0F
