No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
55	23.296	0	0080	8	00	17	0A	0C	30	20	30	EC
56	23.552	0	0081	8	40	84	45	00	00	00	00	BC
57	23.765	0	018F	8	00	16	30	00	00	4D	00	00
58	24.021	0	0260	8	05	30	00	30	2E	9B	63	08
59	24.277	0	02A0	8	02	00	45	90	B2	2B	60	0B
60	24.533	0	0440	8	FF	50	00	00	FF	4C	0B	00
61	24.789	0	02C0	8	3D	00	00	00	00	00	00	00
62	25.045	0	04F0	8	00	00	9C	00	00	83	4F	0E
63	25.259	0	04B1	8	59	9E	EA	01	00	00	00	E2
64	25.515	0	0164	8	00	08	00	00	00	00	07	0F
65	25.771	0	0545	8	D8	1E	00	8A	8C	00	8F	00
66	25.984	0	0350	8	05	68	15	44	46	20	00	5A
67	30.123	0	0153	8	00	80	10	FF	00	FF	00	8E
68	30.379	0	01F1	8	00	99	00	00	00	00	00	00
69	30.592	0	0220	8	EA	3B	09	24	0C	10	05	10
70	31.019	0	02B0	5	E6	FF	00	07	A5	-1	-1	-1
71	31.232	0	0165	8	0D	08	80	00	00	00	05	80
72	32.000	0	0510	8	00	00	00	00	00	00	00	00
73	32.256	0	0316	8	05	30	0E	0C	30	20	00	7F
74	33.109	0	0260	8	05	30	00	30	2E	9B	5F	1C
75	33.365	0	0080	8	00	17	0E	0C	30	20	30	9D
76	33.579	0	0081	8	40	84	45	00	00	00	00	AD
77	33.835	0	018F	8	00	16	30	00	00	4D	00	00
78	34.091	0	02A0	8	A2	00	45	90	B2	2B	60	0B
79	34.304	0	0329	8	0F	A2	81	8C	11	2F	00	10
80	34.560	0	0370	8	FF	20	00	80	FF	00	00	28
81	34.816	0	0382	8	40	FE	0F	00	00	00	00	0C
82	35.072	0	043F	8	00	40	60	FF	50	48	0B	00
83	35.328	0	0440	8	FF	A0	00	00	FF	50	0B	00
84	35.541	0	04B0	8	00	C0	00	80	00	40	00	80
85	35.797	0	0164	8	00	08	00	00	00	00	08	00
86	36.053	0	04F2	8	20	00	C0	38	00	00	00	CF
87	36.309	0	0545	8	D8	1E	00	8C	88	00	8C	00
88	36.522	0	00A0	8	63	71	FE	0B	00	25	00	02
89	36.778	0	00A1	8	7E	81	80	80	32	00	00	00
90	40.021	0	04F2	8	20	00	10	38	00	00	00	98
91	40.277	0	0153	8	00	80	10	FF	00	FF	10	9E
92	40.490	0	04F0	8	00	00	EA	00	00	6F	5D	00
93	40.746	0	0220	8	EA	03	07	1C	0C	00	FE	0F
94	41.045	0	02B0	5	E5	FF	00	07	A6	-1	-1	-1
95	41.258	0	0165	8	0D	F8	7F	00	00	00	06	8C
96	42.069	0	0316	8	05	30	06	0C	30	20	00	7F
97	42.325	0	0260	8	05	30	00	30	2E	9B	5F	2B
98	43.093	0	018F	8	00	16	30	00	00	4D	00	00
99	43.349	0	0080	8	00	17	06	0C	30	20	30	0E
100	43.605	0	0081	8	40	84	45	00	00	00	00	9E
