No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
47	20.309	0	0153	8	00	80	10	FF	00	FF	40	CE
48	20.565	0	0220	8	E6	23	05	14	0C	00	FF	0F
49	20.821	0	02C0	8	3D	00	00	00	00	00	00	00
50	21.162	0	04F2	8	20	00	40	38	00	00	00	C6
51	21.333	0	02B0	5	E5	FF	00	07	E2	-1	-1	-1
52	21.589	0	04F0	8	00	00	46	00	00	6F	5D	00
53	22.272	0	0165	8	0C	08	80	00	00	00	02	86
54	22.528	0	0316	8	05	2D	04	0C	2D	1E	00	7F
55	22.784	0	0260	8	05	2D	00	30	2E	9B	5F	2F
56	22.954	0	0120	4	00	00	00	00	-1	-1	-1	-1
57	23.168	0	0080	8	00	17	04	0C	2D	1E	2D	1A
58	23.424	0	0081	8	40	84	45	00	00	00	00	DA
59	23.680	0	018F	8	00	16	2D	00	00	4D	00	00
60	23.893	0	02A0	8	C2	00	45	90	B2	2B	60	0B
61	24.149	0	0329	8	D7	A2	81	8C	11	2D	00	10
62	24.362	0	0370	8	FF	20	00	80	FF	00	00	EC
63	24.618	0	043F	8	00	40	60	FF	51	60	0B	00
64	24.874	0	0440	8	FF	F0	00	00	FF	6C	0B	00
65	25.130	0	04F0	8	00	00	FA	00	00	83	4F	0E
66	25.386	0	0517	8	00	00	00	00	00	00	00	00
67	25.600	0	04B1	8	59	9E	EA	01	00	00	00	E2
68	25.856	0	0164	8	00	08	00	00	00	00	05	0D
69	26.112	0	0545	8	D8	1E	00	8B	88	00	86	00
70	26.368	0	0350	8	05	68	05	44	46	20	00	4A
71	30.336	0	0153	8	00	80	10	FF	00	FF	50	DE
72	30.592	0	01F1	8	00	99	00	00	00	00	00	00
73	30.848	0	0220	8	E6	2B	07	04	0C	00	FF	0F
74	31.317	0	02B0	5	E5	FF	00	07	F3	-1	-1	-1
75	32.341	0	0165	8	0D	F8	7F	00	00	00	03	89
76	32.597	0	02A0	8	62	00	45	90	B2	2B	60	0B
77	32.810	0	0260	8	05	2D	00	30	2E	9B	61	3B
78	33.066	0	0080	8	00	17	FE	0B	2D	1E	2D	8B
79	33.279	0	0081	8	40	84	45	00	00	00	00	CB
80	33.535	0	018F	8	00	16	2D	00	00	4D	00	00
81	33.791	0	0316	8	05	2D	FE	0B	2D	1E	00	7F
82	34.005	0	0329	8	D7	A2	81	8C	11	2D	00	10
83	34.261	0	0370	8	FF	20	00	80	FF	00	00	A0
84	34.517	0	0382	8	40	FE	0F	00	00	00	00	08
85	34.773	0	043F	8	00	40	60	FF	51	68	0B	00
86	34.986	0	0440	8	FF	00	00	00	FF	70	0B	00
87	35.242	0	04F2	8	20	00	F0	38	00	00	00	FE
88	35.498	0	0510	8	00	00	00	00	00	00	00	00
89	35.754	0	04B0	8	00	80	00	80	00	40	00	80
90	36.010	0	0164	8	00	08	00	00	00	00	06	0E
91	36.266	0	0545	8	D8	1E	00	8B	86	00	85	00
92	40.021	0	04F2	8	20	00	40	38	00	00	00	C7
93	40.319	0	04F0	8	00	00	48	00	00	6F	5D	00
94	40.575	0	0153	8	00	80	10	FF	00	FF	60	EE
95	40.789	0	0220	8	E8	33	01	34	0C	30	FF	0F
96	41.343	0	02B0	5	E6	FF	00	07	B4	-1	-1	-1
97	42.367	0	0165	8	0D	F8	7F	00	00	00	04	8E
98	42.623	0	0260	8	05	2D	00	30	2E	9B	61	0E
99	42.837	0	018F	8	00	16	2D	00	00	4D	00	00
100	43.093	0	0080	8	00	17	F4	0B	2D	1E	2D	1C
