No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0153	8	00	80	10	FF	00	FF	C0	4E
2	0.213	0	01F1	8	00	99	00	00	00	00	00	00
3	0.469	0	0220	8	E7	1B	0A	04	0C	00	FF	0F
4	0.939	0	02B0	5	E6	FF	00	07	E1	-1	-1	-1
5	2.005	0	0165	8	0D	08	80	00	00	00	01	84
6	2.261	0	043F	8	00	40	60	FF	50	80	0B	00
7	2.475	0	0370	8	FF	20	00	80	FF	00	00	28
8	2.987	0	02A0	8	A2	00	45	90	B2	2B	60	0B
9	3.243	0	0260	8	05	2E	00	30	2E	9C	59	14
10	3.456	0	0080	8	00	17	08	0C	2E	20	2E	99
11	3.712	0	0081	8	40	84	45	00	00	00	00	E9
12	3.968	0	018F	8	00	16	2E	00	00	4D	00	00
13	4.224	0	0316	8	05	2E	08	0C	2E	20	00	7F
14	4.437	0	0329	8	85	A2	81	8C	11	2D	00	10
15	4.693	0	0382	8	40	FE	0F	00	00	00	00	04
16	5.035	0	0440	8	FF	A0	00	00	FF	80	0B	00
17	5.248	0	04F2	8	20	00	D0	38	00	00	00	D5
18	5.504	0	04B0	8	00	40	00	00	00	40	00	80
19	5.760	0	0164	8	00	08	00	00	00	00	04	0C
20	6.016	0	0545	8	D8	1F	00	89	7D	00	80	00
21	9.984	0	04F2	8	20	00	20	38	00	00	00	9E
22	10.197	0	0153	8	00	80	10	FF	00	FF	D0	5E
23	10.453	0	04F0	8	00	00	F6	00	00	6F	5D	00
24	10.667	0	0220	8	E7	23	04	14	0C	00	FF	0F
25	11.008	0	02B0	5	E5	FF	00	07	E2	-1	-1	-1
26	12.075	0	0165	8	0D	F8	7F	00	00	00	02	88
27	12.330	0	0316	8	05	2E	08	0C	2E	20	00	7F
28	12.544	0	0260	8	05	2E	00	30	2E	9C	59	23
29	13.098	0	018F	8	00	16	2E	00	00	4D	00	00
30	13.354	0	0080	8	00	17	08	0C	2E	20	2E	8A
31	13.610	0	0081	8	40	84	45	00	00	00	00	DA
32	13.824	0	02A0	8	C2	00	45	90	B2	2B	60	0B
33	14.037	0	0329	8	D7	A2	81	8C	11	2D	00	10
34	14.293	0	0370	8	FF	20	00	80	FF	00	00	EC
35	14.549	0	043F	8	00	40	60	FF	50	84	0B	00
36	14.805	0	0440	8	FF	F0	00	00	FF	88	0B	00
37	15.018	0	04F0	8	00	00	AA	00	00	83	4F	0E
38	15.274	0	0545	8	D8	1F	00	8C	7D	00	80	00
39	15.530	0	04B1	8	59	9E	EA	01	00	00	00	E2
