No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	00A0	8	5D	70	24	0C	00	23	00	02
2	0.256	0	00A1	8	7F	81	80	80	2E	00	00	00
3	1.962	0	0153	8	00	80	10	FF	00	FF	10	9E
4	2.176	0	04F2	8	20	00	10	38	00	00	00	88
5	2.432	0	0220	8	E7	03	07	3C	0C	00	FF	0F
6	2.688	0	04F0	8	00	00	CA	00	00	6F	5D	00
7	3.882	0	02B0	5	E5	FF	00	07	A6	-1	-1	-1
8	4.138	0	0165	8	0D	F8	7F	00	00	00	06	8C
9	4.352	0	02A0	8	C2	00	45	90	B2	2B	60	0B
10	4.949	0	0260	8	05	2C	00	30	2E	9C	5F	2F
11	5.205	0	0080	8	00	17	06	0C	2C	1E	2C	DE
12	5.461	0	0081	8	40	84	45	00	00	00	00	9E
13	5.674	0	018F	8	00	16	2C	00	00	4D	00	00
14	5.973	0	0316	8	05	2C	06	0C	2C	1E	00	7F
15	6.229	0	0329	8	40	A1	81	8C	11	2D	00	10
16	6.442	0	0370	8	FF	20	00	80	FF	00	00	EC
17	6.698	0	043F	8	00	40	60	FF	51	8C	0B	00
18	6.954	0	0440	8	FF	F0	00	00	FF	90	0B	00
19	7.210	0	04F0	8	00	00	7E	00	00	83	4F	0E
20	7.424	0	0545	8	D8	1D	00	8B	79	00	7D	00
21	7.680	0	04B1	8	59	9E	EA	01	00	00	00	E2
22	7.936	0	0164	8	00	08	00	00	00	00	09	01
23	9.045	0	0350	8	05	68	25	44	46	20	00	6A
24	12.032	0	0153	8	00	80	10	FF	00	FF	20	AE
25	12.288	0	01F1	8	00	99	00	00	00	00	00	00
26	13.056	0	0220	8	E6	0B	08	2C	0C	30	FF	0F
27	13.952	0	02B0	5	E6	FF	00	07	87	-1	-1	-1
28	14.165	0	0165	8	0C	F8	7F	00	00	00	07	8C
29	14.421	0	0316	8	05	2D	EA	0B	2D	1E	00	7F
30	14.976	0	018F	8	00	16	2D	00	00	4D	00	00
31	15.232	0	0080	8	00	17	EA	0B	2D	1E	2D	9F
32	15.488	0	0081	8	40	84	45	00	00	00	00	8F
33	15.701	0	0260	8	05	2D	00	30	2E	9C	61	3A
34	15.957	0	02A0	8	62	00	45	90	B2	2B	60	0B
35	16.213	0	0329	8	40	A1	81	8C	11	2D	00	10
36	16.426	0	0370	8	FF	20	00	80	FF	00	00	A0
37	16.682	0	0382	8	40	FE	0F	00	00	00	00	00
38	16.938	0	043F	8	00	40	60	FF	51	84	0B	00
39	17.194	0	0440	8	FF	00	00	00	FF	7C	0B	00
40	17.450	0	04F2	8	20	00	C0	38	00	00	00	C0
41	17.664	0	04B0	8	00	00	00	C0	00	40	00	80
42	17.920	0	0164	8	00	08	00	00	00	00	0A	02
43	18.175	0	0545	8	D8	1D	00	8B	7F	00	80	00
44	22.015	0	0153	8	00	80	10	FF	00	FF	30	BE
45	22.229	0	04F2	8	20	00	10	38	00	00	00	89
46	22.485	0	0220	8	E7	13	05	0C	09	00	FF	0F
47	22.698	0	04F0	8	00	00	CC	00	00	6F	5D	00
48	25.002	0	02B0	5	E5	FF	00	07	48	-1	-1	-1
49	25.343	0	0165	8	0D	F8	7F	00	00	00	08	82
50	25.599	0	043F	8	00	40	60	FF	51	80	0B	00
51	25.813	0	02A0	8	02	00	45	90	B2	2B	60	0B
52	26.069	0	0260	8	05	2D	00	30	2E	9C	61	0D
53	26.282	0	0080	8	00	17	EA	0B	2D	1E	2D	80
54	26.538	0	0081	8	40	84	45	00	00	00	00	70
55	26.794	0	018F	8	00	16	2D	00	00	4D	00	00
56	27.007	0	0316	8	05	2D	EA	0B	2D	1E	00	7F
57	27.263	0	0329	8	40	A1	81	8C	11	2D	00	10
58	27.519	0	0370	8	FF	20	00	80	FF	00	00	64
59	27.775	0	0440	8	FF	50	00	00	FF	80	0B	00
60	27.989	0	04F0	8	00	00	80	00	00	83	4F	0E
61	28.245	0	0545	8	D8	1D	00	89	7F	00	80	00
62	28.458	0	04B1	8	59	9E	EA	01	00	00	00	E2
63	28.714	0	0164	8	00	08	00	00	00	00	0B	03
64	28.970	0	059B	8	00	00	00	00	00	00	00	00
65	29.226	0	0350	8	05	68	35	44	46	20	00	7A
66	31.999	0	0153	8	00	80	10	FF	00	FF	40	CE
67	32.255	0	01F1	8	00	99	00	00	00	00	00	00
68	33.023	0	0220	8	E8	1B	03	2C	0C	30	FF	0F
69	33.962	0	02B0	5	E5	FF	00	07	59	-1	-1	-1
70	34.218	0	0165	8	0D	F8	7F	00	00	00	09	83
71	34.431	0	0316	8	05	2D	EA	0B	2D	1E	00	7F
72	35.029	0	02A0	8	A2	00	45	90	B2	2B	60	0B
73	35.242	0	0080	8	00	17	EA	0B	2D	1E	2D	71
74	35.498	0	0081	8	40	84	45	00	00	00	00	61
75	35.754	0	0110	8	D0	3C	40	09	00	00	00	00
76	35.967	0	018F	8	00	16	2D	00	00	4D	00	00
77	36.223	0	0260	8	05	2D	00	30	2E	9B	61	1D
78	36.479	0	0329	8	40	A1	81	8C	11	2D	00	10
79	36.693	0	0370	8	FF	20	00	80	FF	00	00	28
80	36.949	0	0382	8	40	FE	0F	00	00	00	00	04
81	37.205	0	043F	8	00	40	60	FF	51	7C	0B	00
82	37.461	0	0440	8	FF	A0	00	00	FF	78	0B	00
83	37.674	0	04B0	8	00	40	00	C0	00	40	00	80
84	37.930	0	0164	8	00	08	00	00	00	00	0C	04
85	38.186	0	04F2	8	20	00	D0	38	00	00	00	C1
86	38.442	0	0545	8	D8	1D	00	8B	80	00	81	00
87	38.698	0	0587	8	00	00	00	00	00	00	00	00
88	42.026	0	0153	8	00	80	10	FF	00	FF	50	DE
89	42.282	0	04F2	8	20	00	20	38	00	00	00	8A
90	42.538	0	0220	8	E7	23	07	3C	0C	00	FF	0F
91	42.751	0	04F0	8	00	00	CE	00	00	6F	5D	00
92	43.903	0	02B0	5	E6	FF	00	07	5A	-1	-1	-1
93	44.159	0	0165	8	0C	08	80	00	00	00	0A	8E
94	44.372	0	02A0	8	C2	00	45	90	B2	2B	60	0B
95	45.012	0	0316	8	05	2D	EA	0B	2D	1E	00	7F
96	45.268	0	0080	8	00	17	EA	0B	2D	1E	2D	62
97	45.524	0	0081	8	40	84	45	00	00	00	00	52
98	45.738	0	018F	8	00	16	2D	00	00	4D	00	00
99	45.994	0	0260	8	05	2D	00	30	2E	9B	61	2C
100	47.060	0	0329	8	40	A1	81	8C	11	2D	00	10
