No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0260	8	05	2C	00	30	2E	9B	5D	22
2	0.299	0	02A0	8	C2	00	45	90	B2	2B	60	0B
3	0.512	0	0370	8	FF	20	00	80	FF	00	00	EC
4	0.768	0	0440	8	FF	F0	00	00	FF	8C	0B	00
5	1.024	0	04F0	8	00	00	66	00	00	83	4F	0E
6	1.280	0	0545	8	D8	14	00	8B	77	00	78	00
7	1.536	0	04B1	8	59	9E	EA	01	00	00	00	E2
8	1.792	0	0164	8	00	08	00	00	00	00	01	09
9	2.304	0	0350	8	05	68	65	44	46	20	00	2A
10	2.560	0	0042	8	FF	1E	FF	FF	00	00	00	00
11	2.816	0	0043	8	01	40	00	00	00	00	00	90
12	3.243	0	0044	8	00	00	00	FF	3F	00	00	00
13	6.315	0	0153	8	00	80	10	FF	00	FF	70	FE
14	6.571	0	01F1	8	00	99	00	00	00	00	00	00
15	6.827	0	0220	8	EA	0B	07	04	0C	00	FF	0F
16	7.253	0	02B0	5	E5	FF	00	07	3F	-1	-1	-1
17	7.509	0	0165	8	0D	F8	7F	00	00	00	0F	85
18	8.320	0	043F	8	00	40	60	FF	50	84	0B	00
19	8.533	0	0260	8	05	2C	00	30	2E	9B	5D	31
20	8.789	0	02A0	8	62	00	45	90	B2	2B	60	0B
21	9.301	0	0080	8	00	17	24	0C	2C	1E	2C	47
22	9.557	0	0081	8	40	84	45	00	00	00	00	07
23	9.771	0	018F	8	00	16	2C	00	00	4D	00	00
24	10.027	0	0316	8	05	2C	24	0C	2C	1E	00	7F
25	10.283	0	0329	8	85	A2	81	8C	11	2D	00	10
26	10.539	0	0370	8	FF	20	00	80	FF	00	00	A0
27	10.795	0	0382	8	40	FE	0F	00	00	00	00	00
28	11.051	0	0440	8	FF	00	00	00	FF	94	0B	00
29	11.307	0	04F2	8	20	00	00	38	00	00	00	B4
30	11.563	0	04B0	8	00	00	00	00	00	40	00	80
31	11.819	0	0164	8	00	08	00	00	00	00	02	0A
32	12.075	0	0545	8	D8	14	00	89	78	00	79	00
33	16.043	0	04F2	8	20	00	50	38	00	00	00	FD
34	16.341	0	0153	8	00	80	10	FF	00	FF	80	0E
35	16.555	0	04F0	8	00	00	B4	00	00	6F	5D	00
36	16.811	0	0220	8	EA	13	04	24	09	30	FF	0F
37	17.280	0	02B0	5	E5	FF	00	07	C0	-1	-1	-1
38	17.536	0	0165	8	0D	F8	7F	00	00	00	00	8A
39	18.261	0	0316	8	05	2C	18	0C	2C	1E	00	7F
40	18.517	0	0329	8	85	A2	81	8C	11	2D	00	10
41	18.773	0	0080	8	00	17	18	0C	2C	1E	2C	08
42	18.986	0	0081	8	40	84	45	00	00	00	00	F8
