No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	04F2	8	20	00	60	38	00	00	00	B1
2	0.214	0	0545	8	D8	1E	00	8C	91	00	92	00
3	0.470	0	00A0	8	61	71	CC	0B	00	23	00	02
4	1.067	0	00A1	8	7D	81	80	80	30	00	00	00
5	4.011	0	04F2	8	20	00	B0	38	00	00	00	FA
6	4.267	0	0153	8	00	80	10	FF	00	FF	10	9E
7	4.480	0	04F0	8	00	00	AE	00	00	6F	5D	00
8	4.736	0	0220	8	E8	23	08	3C	0C	30	FF	0F
9	5.035	0	02B0	5	E6	FF	00	07	5A	-1	-1	-1
10	6.059	0	0165	8	0D	F8	7F	00	00	00	0A	80
11	6.315	0	0316	8	05	30	14	0C	30	20	00	7F
12	6.571	0	0260	8	05	30	00	30	2E	9B	63	26
13	7.040	0	018F	8	00	16	30	00	00	4D	00	00
14	7.296	0	0080	8	00	17	14	0C	30	20	30	D2
15	7.552	0	0081	8	40	84	45	00	00	00	00	52
16	7.765	0	02A0	8	C2	00	45	90	B2	2B	60	0B
17	8.064	0	0329	8	D7	A2	81	8C	11	2E	00	10
18	8.320	0	0370	8	FF	20	00	80	FF	00	00	EC
19	8.533	0	043F	8	00	40	60	FF	50	2C	0B	00
20	8.789	0	0440	8	FF	F0	00	00	FF	30	0B	00
21	9.045	0	04F0	8	00	00	62	00	00	83	4F	0E
22	9.301	0	0545	8	D8	14	00	8B	8C	00	8E	00
23	9.515	0	04B1	8	59	9E	EA	01	00	00	00	E2
24	9.771	0	0164	8	00	08	00	00	00	00	0D	05
25	10.069	0	0350	8	05	68	45	44	46	20	00	0A
26	14.080	0	0153	8	00	80	10	FF	00	FF	20	AE
27	14.336	0	01F1	8	00	99	00	00	00	00	00	00
28	14.592	0	0220	8	E7	2B	07	3C	0C	00	FF	0F
29	15.061	0	02B0	5	E6	FF	00	07	4B	-1	-1	-1
30	15.275	0	0165	8	0D	F8	7F	00	00	00	0B	81
31	16.085	0	0316	8	05	30	0E	0C	30	20	00	7F
32	16.341	0	0260	8	05	30	00	30	2E	9B	63	35
33	16.555	0	02A0	8	62	00	45	90	B2	2B	60	0B
34	17.067	0	0080	8	00	17	0E	0C	30	20	30	33
35	17.323	0	0081	8	40	84	45	00	00	00	00	43
36	17.579	0	018F	8	00	16	30	00	00	4D	00	00
37	17.792	0	0329	8	D7	A2	81	8C	11	2E	00	10
38	18.091	0	0370	8	FF	20	00	80	FF	00	00	A0
39	18.347	0	0382	8	40	FE	0F	00	00	00	00	08
40	18.603	0	043F	8	00	40	60	FF	50	24	0B	00
41	18.816	0	0440	8	FF	00	00	00	FF	20	0B	00
42	19.072	0	04F2	8	20	00	60	38	00	00	00	B2
43	19.328	0	0545	8	D8	14	00	8A	8D	00	8F	00
44	19.584	0	04B0	8	00	80	00	C0	00	40	00	80
45	19.797	0	0164	8	00	08	00	00	00	00	0E	06
46	23.978	0	04F2	8	20	00	B0	38	00	00	00	FB
47	24.234	0	0153	8	00	80	10	FF	00	FF	30	BE
48	24.448	0	04F0	8	00	00	B0	00	00	6F	5D	00
49	24.704	0	0220	8	E9	33	04	2C	0C	30	FF	0F
50	24.960	0	02B0	5	E6	FF	00	07	3C	-1	-1	-1
51	25.216	0	0165	8	0D	F8	7F	00	00	00	0C	86
52	25.984	0	0316	8	05	30	0E	0C	30	20	00	7F
53	26.240	0	018F	8	00	16	30	00	00	4D	00	00
54	26.496	0	0260	8	05	30	00	30	2E	9B	63	08
55	27.008	0	0080	8	00	17	0E	0C	30	20	30	24
56	27.264	0	0081	8	40	84	45	00	00	00	00	34
57	27.477	0	02A0	8	02	00	45	90	B2	2B	60	0B
58	27.733	0	0329	8	D7	A2	81	8C	11	2E	00	10
59	28.032	0	0370	8	FF	20	00	80	FF	00	00	64
60	28.288	0	043F	8	00	40	60	FF	50	28	0B	00
61	28.501	0	0440	8	FF	50	00	00	FF	30	0B	00
62	28.757	0	04F0	8	00	00	64	00	00	83	4F	0E
63	29.013	0	0545	8	D8	14	00	8B	8D	00	8F	00
64	29.269	0	059B	8	00	00	00	00	00	00	00	88
65	29.482	0	04B1	8	59	9E	EA	01	00	00	00	E2
66	29.738	0	0164	8	00	08	00	00	00	00	0F	07
67	29.994	0	0350	8	05	68	55	44	46	20	00	1A
68	34.048	0	0153	8	00	80	10	FF	00	FF	40	CE
69	34.304	0	01F1	8	00	99	00	00	00	00	00	00
70	34.560	0	0220	8	E9	3B	06	1C	0C	00	FF	0F
71	34.986	0	02B0	5	E5	FF	00	07	1D	-1	-1	-1
72	35.242	0	0165	8	0D	F8	7F	00	00	00	0D	87
73	36.053	0	0110	8	D0	3C	40	09	00	00	00	00
74	36.309	0	02A0	8	A2	00	45	90	B2	2B	60	0B
75	37.034	0	0316	8	05	30	0E	0C	30	20	00	7F
76	37.290	0	0080	8	00	17	0E	0C	30	20	30	15
77	37.504	0	0081	8	40	84	45	00	00	00	00	25
