No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0080	8	00	17	08	0C	2E	1E	2E	6F
2	0.214	0	0081	8	40	84	45	00	00	00	00	8F
3	0.470	0	0260	8	05	2E	00	30	2E	9B	5F	3D
4	0.683	0	02A0	8	62	00	45	90	B2	2B	60	0B
5	0.939	0	0329	8	D7	A2	81	8C	11	2D	00	10
6	1.195	0	0370	8	FF	20	00	80	FF	00	00	A0
7	1.451	0	0382	8	40	FE	0F	00	00	00	00	00
8	1.664	0	043F	8	00	40	60	FF	50	78	0B	00
9	1.920	0	0440	8	FF	00	00	00	FF	7C	0B	00
10	2.176	0	04F2	8	20	00	80	38	00	00	00	88
11	2.432	0	04B0	8	00	00	00	40	00	40	00	80
12	2.688	0	0164	8	00	08	00	00	00	00	0A	02
13	2.902	0	0545	8	D8	14	00	8B	83	00	84	00
14	3.158	0	0587	8	00	00	00	00	00	00	00	08
15	6.827	0	04F2	8	20	00	D0	38	00	00	00	D1
16	7.040	0	0153	8	00	80	10	FF	00	FF	A0	2E
17	7.296	0	04F0	8	00	00	5C	00	00	6F	5D	00
18	7.552	0	0220	8	E8	13	07	3C	0C	10	02	10
19	7.979	0	02B0	5	E5	FF	00	07	48	-1	-1	-1
20	9.003	0	0165	8	0D	F8	7F	00	00	00	08	82
21	9.259	0	043F	8	00	40	60	FF	50	78	0B	00
22	9.430	0	0050	4	00	83	00	00	-1	-1	-1	-1
23	9.686	0	0370	8	FF	20	00	80	FF	00	00	64
24	9.984	0	0316	8	05	2D	08	0C	2E	1E	00	7F
25	10.240	0	0329	8	0F	A2	81	8C	11	2D	00	10
26	10.454	0	0080	8	00	17	08	0C	2D	1E	2E	60
27	10.710	0	0081	8	40	84	45	00	00	00	00	70
28	11.008	0	018F	8	00	16	2E	00	00	4D	00	00
29	11.222	0	0260	8	05	2E	00	30	2E	9B	5F	00
30	11.478	0	02A0	8	02	00	45	90	B2	2B	60	0B
31	11.734	0	0440	8	FF	50	00	00	FF	7C	0B	00
32	11.990	0	04F0	8	00	00	10	00	00	83	4F	0E
33	12.246	0	04B1	8	59	9E	EA	01	00	00	00	E2
34	12.502	0	0164	8	00	08	00	00	00	00	0B	03
35	12.715	0	04F1	8	40	19	00	00	00	00	00	00
36	13.014	0	0545	8	D8	14	00	8B	80	00	84	00
37	13.269	0	051A	8	00	03	00	00	00	00	00	00
38	13.483	0	0690	8	03	00	00	20	80	00	20	00
39	13.739	0	0350	8	05	68	B5	44	46	20	00	FA
40	17.024	0	0153	8	00	80	10	FF	00	FF	B0	3E
41	17.280	0	01F1	8	00	99	00	00	00	00	00	00
42	17.536	0	0220	8	E7	1B	09	1C	0C	20	05	10
43	17.963	0	02B0	5	E5	FF	00	07	59	-1	-1	-1
44	18.219	0	0165	8	0D	F8	7F	00	00	00	09	83
45	19.029	0	0316	8	05	2D	26	0C	2D	1E	00	7F
46	19.285	0	0018	8	00	00	00	60	00	00	20	00
47	19.499	0	0260	8	05	2D	00	30	2E	9B	5F	10
48	20.053	0	0080	8	00	17	26	0C	2D	1E	2D	61
49	20.267	0	0081	8	40	84	45	00	00	00	00	61
50	20.523	0	018F	8	00	16	2D	00	00	4D	00	00
51	20.736	0	02A0	8	A2	00	45	90	B2	2B	60	0B
52	21.035	0	0329	8	0F	A2	81	8C	11	2D	00	10
53	21.248	0	0370	8	FF	20	00	80	FF	00	00	28
54	21.504	0	0382	8	40	FE	0F	00	00	00	00	04
55	21.760	0	043F	8	00	40	60	FF	50	74	0B	00
56	22.016	0	0440	8	FF	A0	00	00	FF	74	0B	00
57	22.272	0	04B0	8	00	40	00	40	00	40	00	80
58	22.528	0	0164	8	00	08	00	00	00	00	0C	04
59	22.741	0	04F2	8	20	00	80	38	00	00	00	89
60	23.040	0	0545	8	D8	14	00	8A	81	00	82	00
61	26.837	0	04F2	8	20	00	D0	38	00	00	00	D2
62	27.051	0	0153	8	00	80	10	FF	00	FF	C0	4E
63	27.307	0	04F0	8	00	00	5E	00	00	6F	5D	00
64	27.520	0	0220	8	E8	23	05	3C	0C	10	05	10
65	27.776	0	04F1	8	00	12	03	00	00	00	00	00
66	28.032	0	0690	8	03	00	00	20	80	00	10	00
67	28.245	0	02B0	5	E5	FF	00	07	6A	-1	-1	-1
68	28.459	0	0165	8	0D	F8	7F	00	00	00	0A	80
69	29.056	0	0316	8	05	2D	2E	0C	2D	1E	00	7F
70	29.269	0	0260	8	05	2D	00	30	2E	9B	5F	2F
71	29.525	0	018F	8	00	16	2D	00	00	4D	00	00
72	30.037	0	0080	8	00	17	2E	0C	2D	1E	2D	D2
73	30.251	0	0081	8	40	84	45	00	00	00	00	52
74	30.507	0	02A0	8	C2	00	45	90	B2	2B	60	0B
75	30.763	0	0329	8	0F	A2	81	8C	11	2D	00	10
76	31.019	0	0370	8	FF	20	00	80	FF	00	00	EC
77	31.275	0	043F	8	00	40	60	FF	50	70	0B	00
78	31.531	0	0440	8	FF	F0	00	00	FF	6C	0B	00
79	31.787	0	04F0	8	00	00	12	00	00	83	4F	0E
80	32.043	0	0545	8	D8	14	00	8A	81	00	82	00
81	32.256	0	04B1	8	59	9E	EA	01	00	00	00	E2
82	32.512	0	0164	8	00	08	00	00	00	00	0D	05
83	33.067	0	0350	8	05	68	C5	44	46	20	00	8A
84	36.906	0	0153	8	00	80	10	FF	00	FF	D0	5E
85	37.162	0	01F1	8	00	99	00	00	00	00	00	00
86	37.418	0	0220	8	E8	2B	04	0C	0C	10	05	10
87	37.888	0	05E4	3	00	00	00	-1	-1	-1	-1	-1
