No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	0081	8	40	84	45	00	00	00	00	43
2	0.256	0	02A0	8	62	00	45	90	B2	2B	60	0B
3	0.469	0	0329	8	D7	A2	81	8C	11	2E	00	10
4	0.725	0	0370	8	FF	20	00	80	FF	00	00	A0
5	0.981	0	0382	8	40	FE	0F	00	00	00	00	08
6	1.237	0	043F	8	00	40	60	FF	50	78	0B	00
7	1.493	0	0440	8	FF	00	00	00	FF	7C	0B	00
8	1.749	0	04F2	8	20	00	30	38	00	00	00	C2
9	2.091	0	0510	8	00	00	00	00	00	00	00	00
10	2.347	0	04B0	8	00	80	00	C0	00	40	00	80
11	2.603	0	0164	8	00	08	00	00	00	00	0E	06
12	2.816	0	0545	8	D8	13	00	8B	7E	00	82	00
13	4.011	0	00A0	8	5D	71	0C	0C	00	23	00	02
14	4.267	0	00A1	8	7F	81	80	80	2E	00	00	00
15	6.784	0	04F2	8	20	00	80	38	00	00	00	8B
16	7.082	0	0153	8	00	80	10	FF	00	FF	60	EE
17	7.338	0	04F0	8	00	00	D0	00	00	6F	5D	00
18	7.552	0	0220	8	E8	33	05	2C	0C	30	FF	0F
19	7.978	0	02B0	5	E5	FF	00	07	0C	-1	-1	-1
20	8.234	0	0165	8	0C	08	80	00	00	00	0C	88
21	9.002	0	0316	8	05	2D	EE	0B	2D	1E	00	7F
22	9.258	0	0329	8	D7	A2	81	8C	11	2E	00	10
23	9.514	0	0080	8	00	17	EE	0B	2D	1E	2D	04
24	9.728	0	0081	8	40	84	45	00	00	00	00	34
25	10.026	0	018F	8	00	16	2D	00	00	4D	00	00
26	10.240	0	0260	8	05	2D	00	30	2E	9B	61	0E
27	10.496	0	02A0	8	02	00	45	90	B2	2B	60	0B
28	10.752	0	0370	8	FF	20	00	80	FF	00	00	64
29	11.008	0	043F	8	00	40	60	FF	50	74	0B	00
30	11.264	0	0440	8	FF	50	00	00	FF	70	0B	00
31	11.520	0	04F0	8	00	00	84	00	00	83	4F	0E
32	11.733	0	0545	8	D8	1D	00	8B	7E	00	82	00
33	11.989	0	04B1	8	59	9E	EA	01	00	00	00	E2
34	12.245	0	0164	8	00	08	00	00	00	00	0F	07
35	13.013	0	0350	8	05	68	55	44	46	20	00	1A
36	16.981	0	0153	8	00	80	10	FF	00	FF	70	FE
37	17.237	0	01F1	8	00	99	00	00	00	00	00	00
38	17.493	0	0220	8	E8	3B	08	3C	09	30	FF	0F
39	17.962	0	02B0	5	E5	FF	00	07	1D	-1	-1	-1
