No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
81	34.047	0	02A0	8	A2	00	45	90	B2	2B	60	0B
82	34.303	0	0316	8	05	2D	24	0C	2D	1E	00	7F
83	34.517	0	0329	8	0F	A2	81	8C	11	2D	00	10
84	34.773	0	0370	8	FF	20	00	80	FF	00	00	28
85	35.029	0	0382	8	40	FE	0F	00	00	00	00	0C
86	35.285	0	0440	8	FF	A0	00	00	FF	70	0B	00
87	35.541	0	04B0	8	00	C0	00	00	00	40	00	80
88	35.797	0	0164	8	00	08	00	00	00	00	08	00
89	36.010	0	04F2	8	20	00	E0	38	00	00	00	F7
90	36.266	0	0545	8	D8	14	00	8A	82	00	83	00
91	40.021	0	04F2	8	20	00	30	38	00	00	00	C0
92	40.319	0	04F0	8	00	00	3A	00	00	6F	5D	00
93	40.575	0	0153	8	00	80	10	FF	00	FF	70	FE
94	40.831	0	04F1	8	00	12	03	00	00	00	00	00
95	41.045	0	0220	8	E8	03	01	1C	0C	10	02	10
96	41.301	0	0690	8	03	00	00	20	80	00	28	00
97	41.471	0	02B0	5	E6	FF	00	07	96	-1	-1	-1
98	41.727	0	0165	8	0C	F8	7F	00	00	00	06	8D
99	42.282	0	0316	8	05	2D	24	0C	2D	1E	00	7F
100	42.538	0	0260	8	05	2D	00	30	2E	9B	5D	21
