No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	059B	8	00	00	00	00	00	00	00	00
2	0.470	0	0350	8	05	68	B5	44	46	20	00	FA
3	4.565	0	0153	8	00	80	10	FF	00	FF	E0	6E
4	4.821	0	01F1	8	00	99	00	00	00	00	00	00
5	5.035	0	0220	8	E9	1B	09	3C	0C	10	02	10
6	5.419	0	02B0	5	E6	FF	00	07	69	-1	-1	-1
7	6.485	0	0165	8	0D	F8	7F	00	00	00	09	83
8	6.741	0	043F	8	00	40	60	FF	51	64	0B	00
9	6.997	0	0110	8	D0	3C	40	09	00	00	00	00
10	7.211	0	0316	8	05	2C	F8	0B	2D	1E	00	7F
11	7.467	0	0260	8	05	2D	00	30	2E	9B	5F	10
12	7.723	0	0080	8	00	17	F8	0B	2C	1E	2D	91
13	7.979	0	0081	8	40	84	45	00	00	00	00	61
14	8.192	0	018F	8	00	16	2D	00	00	4D	00	00
15	8.491	0	02A0	8	A2	00	45	90	B2	2B	60	0B
16	8.704	0	0329	8	0F	A2	81	8C	11	2E	00	10
17	8.960	0	0370	8	FF	20	00	80	FF	00	00	28
18	9.216	0	0382	8	40	FE	0F	00	00	00	00	04
19	9.472	0	0440	8	FF	A0	00	00	FF	6C	0B	00
20	9.728	0	04B0	8	00	40	00	40	00	40	00	80
21	9.984	0	0164	8	00	08	00	00	00	00	0C	04
22	10.240	0	04F2	8	20	00	50	38	00	00	00	99
23	10.453	0	0545	8	D8	12	00	8B	7D	00	81	00
24	10.709	0	0587	8	00	00	00	00	00	00	00	07
25	13.525	0	0153	8	00	80	10	FF	00	FF	00	8E
26	14.080	0	04F2	8	20	00	A0	38	00	00	00	E2
27	14.379	0	04F0	8	00	00	7E	00	00	6F	5D	00
28	14.635	0	0220	8	E9	23	09	3C	0C	10	02	10
29	15.403	0	02B0	5	E5	FF	00	07	6A	-1	-1	-1
30	16.469	0	0165	8	0D	F8	7F	00	00	00	0A	80
31	16.683	0	0316	8	05	2D	F6	0B	2D	1E	00	7F
32	16.939	0	0329	8	0F	A2	81	8C	11	2E	00	10
33	17.195	0	0080	8	00	17	F6	0B	2D	1E	2D	92
34	17.493	0	0081	8	40	84	45	00	00	00	00	52
35	17.749	0	018F	8	00	16	2D	00	00	4D	00	00
36	17.963	0	0260	8	05	2D	00	30	2E	9B	5F	2F
37	18.219	0	02A0	8	C2	00	45	90	B2	2B	60	0B
38	18.475	0	0370	8	FF	20	00	80	FF	00	00	EC
39	18.688	0	043F	8	00	40	60	FF	51	58	0B	00
40	18.944	0	0440	8	FF	F0	00	00	FF	50	0B	00
41	19.200	0	04F0	8	00	00	32	00	00	83	4F	0E
42	19.413	0	0545	8	D8	12	00	8B	80	00	85	00
43	19.669	0	04B1	8	59	9E	EA	01	00	00	00	E2
44	19.925	0	0164	8	00	08	00	00	00	00	0D	05
45	20.181	0	04F1	8	40	19	00	00	00	00	00	00
46	20.395	0	0690	8	03	00	00	20	80	00	14	00
47	20.651	0	0350	8	05	68	C5	44	46	20	00	8A
48	24.362	0	0153	8	00	80	10	FF	00	FF	10	9E
49	24.618	0	01F1	8	00	99	00	00	00	00	00	00
50	24.874	0	0220	8	E9	2B	08	0C	0C	10	02	10
51	25.301	0	02B0	5	E5	FF	00	07	7B	-1	-1	-1
52	26.410	0	0165	8	0D	F8	7F	00	00	00	0B	81
53	26.624	0	0260	8	05	2D	00	30	2E	9B	5F	3E
54	26.880	0	02A0	8	62	00	45	90	B2	2B	60	0B
55	27.093	0	0080	8	00	17	00	0C	2D	1E	2D	C3
56	27.392	0	0081	8	40	84	45	00	00	00	00	43
57	27.605	0	018F	8	00	16	2D	00	00	4D	00	00
58	27.861	0	0316	8	05	2D	00	0C	2D	1E	00	7F
59	28.117	0	0329	8	0F	A2	81	8C	11	2E	00	10
60	28.544	0	0370	8	FF	20	00	80	FF	00	00	A0
61	28.800	0	0382	8	40	FE	0F	00	00	00	00	08
62	29.056	0	043F	8	00	40	60	FF	51	50	0B	00
63	29.312	0	0440	8	FF	00	00	00	FF	48	0B	00
64	29.568	0	04F2	8	20	00	50	38	00	00	00	9A
65	29.781	0	0545	8	D8	12	00	8B	81	00	86	00
66	30.037	0	04B0	8	00	80	00	40	00	40	00	80
67	30.293	0	0164	8	00	08	00	00	00	00	0E	06
68	34.090	0	04F2	8	20	00	A0	38	00	00	00	E3
69	34.389	0	04F0	8	00	00	80	00	00	6F	5D	00
70	34.645	0	0153	8	00	80	10	FF	00	FF	20	AE
71	34.858	0	04F1	8	00	12	03	00	00	00	00	00
72	35.114	0	0220	8	EB	33	0C	2C	0C	10	02	10
73	35.370	0	051A	8	00	03	00	00	00	00	00	00
74	35.498	0	05F0	2	00	00	-1	-1	-1	-1	-1	-1
75	35.754	0	0690	8	03	00	00	20	80	00	04	00
76	35.925	0	02B0	5	E6	FF	00	07	3C	-1	-1	-1
77	36.181	0	0165	8	0D	F8	7F	00	00	00	0C	86
