No	Time_Offset	Type	ID	Data_Length	One	Two	Three	Four	Five	Six	Seven	Eight
1	0.000	0	04F2	8	20	00	90	38	00	00	00	8F
2	0.213	0	04B0	8	00	C0	00	80	00	40	00	80
3	0.469	0	0164	8	00	08	00	00	00	00	08	00
4	0.725	0	0545	8	D8	1D	00	8B	81	00	80	00
5	1.920	0	05A0	8	00	00	00	00	00	00	00	00
6	4.906	0	0153	8	00	80	10	FF	00	FF	90	1E
7	5.120	0	0220	8	E8	03	03	2C	0C	30	FF	0F
8	5.802	0	04F2	8	20	00	E0	38	00	00	00	D8
9	6.016	0	02B0	5	E6	FF	00	07	96	-1	-1	-1
10	6.229	0	04F0	8	00	00	6A	00	00	6F	5D	00
11	6.912	0	0165	8	0D	08	80	00	00	00	06	83
12	7.125	0	0316	8	05	2D	12	0C	2D	1E	00	7F
13	7.338	0	0120	4	00	00	00	00	-1	-1	-1	-1
14	7.552	0	018F	8	00	16	2D	00	00	4D	00	00
15	7.893	0	0080	8	00	17	12	0C	2D	1E	2D	EE
16	8.106	0	0081	8	40	84	45	00	00	00	00	9E
17	8.362	0	0260	8	05	2D	00	30	2E	9B	5F	2F
18	8.618	0	02A0	8	C2	00	45	90	B2	2B	60	0B
19	9.002	0	02C0	8	3D	00	00	00	00	00	00	00
20	9.216	0	0329	8	85	A2	81	8C	11	2D	00	10
21	9.472	0	0370	8	FF	20	00	80	FF	00	00	EC
22	9.728	0	043F	8	00	40	60	FF	50	80	0B	00
23	9.984	0	0440	8	FF	F0	00	00	FF	78	0B	00
24	10.197	0	04B1	8	59	9E	EA	01	00	00	00	E2
25	10.453	0	0164	8	00	08	00	00	00	00	09	01
26	10.709	0	04F0	8	00	00	1E	00	00	83	4F	0E
27	10.965	0	0517	8	00	00	00	00	00	00	00	00
28	11.178	0	0545	8	D8	1D	00	8C	82	00	81	00
29	11.349	0	05A2	4	25	02	91	02	-1	-1	-1	-1
30	11.605	0	0350	8	05	68	25	44	46	20	00	6A
31	14.890	0	0153	8	00	80	10	FF	00	FF	A0	2E
32	15.146	0	01F1	8	00	99	00	00	00	00	00	00
33	15.402	0	0220	8	EA	0B	03	1C	0C	00	FF	0F
